formal_name,gsid,year,month,day,day_hour,hourly_avg
Kathmandu Airport,366,2015,1,24,3,8.9325
Kathmandu Airport,366,2015,1,24,4,13.175
Kathmandu Airport,366,2015,1,24,5,15.63
Kathmandu Airport,366,2015,1,24,6,18.245
Kathmandu Airport,366,2015,1,24,7,19.405
Kathmandu Airport,366,2015,1,24,8,19.0825
Kathmandu Airport,366,2015,1,24,9,18.6075
Kathmandu Airport,366,2015,1,24,10,17.88
Kathmandu Airport,366,2015,1,24,11,15.9675
Kathmandu Airport,366,2015,1,24,12,13.4175
Kathmandu Airport,366,2015,1,24,13,11.9225
Kathmandu Airport,366,2015,1,24,14,10.615
Kathmandu Airport,366,2015,1,24,15,9.3575
Kathmandu Airport,366,2015,1,24,16,7.99
Kathmandu Airport,366,2015,1,24,17,7.3525
Kathmandu Airport,366,2015,1,24,18,6.4225
Kathmandu Airport,366,2015,1,24,19,6.245
Kathmandu Airport,366,2015,1,24,20,5.6925
Kathmandu Airport,366,2015,1,24,21,4.86
Kathmandu Airport,366,2015,1,24,22,4.7025
Kathmandu Airport,366,2015,1,24,23,4.1675
Kathmandu Airport,366,2015,1,25,0,3.735
Kathmandu Airport,366,2015,1,25,1,3.57
Kathmandu Airport,366,2015,1,25,2,4.4725
Kathmandu Airport,366,2015,1,25,3,8.0225
Kathmandu Airport,366,2015,1,25,4,12.1
Kathmandu Airport,366,2015,1,25,5,15.24
Kathmandu Airport,366,2015,1,25,6,17.69
Kathmandu Airport,366,2015,1,25,7,18.7175
Kathmandu Airport,366,2015,1,25,8,19.965
Kathmandu Airport,366,2015,1,25,9,19.3225
Kathmandu Airport,366,2015,1,25,10,18.0525
Kathmandu Airport,366,2015,1,25,11,15.3925
Kathmandu Airport,366,2015,1,25,12,13.62
Kathmandu Airport,366,2015,1,25,13,12.585
Kathmandu Airport,366,2015,1,25,14,11.8075
Kathmandu Airport,366,2015,1,25,15,10.755
Kathmandu Airport,366,2015,1,25,16,9.56
Kathmandu Airport,366,2015,1,25,17,8.875
Kathmandu Airport,366,2015,1,25,18,8.3075
Kathmandu Airport,366,2015,1,25,19,8.0325
Kathmandu Airport,366,2015,1,25,20,8.05
Kathmandu Airport,366,2015,1,25,21,7.925
Kathmandu Airport,366,2015,1,25,22,8.0775
Kathmandu Airport,366,2015,1,25,23,8.045
Kathmandu Airport,366,2015,1,26,0,8.0225
Kathmandu Airport,366,2015,1,26,1,7.83
Kathmandu Airport,366,2015,1,26,2,8.6075
Kathmandu Airport,366,2015,1,26,3,10.585
Kathmandu Airport,366,2015,1,26,4,12.23
Kathmandu Airport,366,2015,1,26,5,13.1325
Kathmandu Airport,366,2015,1,26,6,14.7175
Kathmandu Airport,366,2015,1,26,7,15.94
Kathmandu Airport,366,2015,1,26,8,15.975
Kathmandu Airport,366,2015,1,26,9,15.3175
Kathmandu Airport,366,2015,1,26,10,14.49
Kathmandu Airport,366,2015,1,26,11,13.8175
Kathmandu Airport,366,2015,1,26,12,12.67
Kathmandu Airport,366,2015,1,26,13,11.905
Kathmandu Airport,366,2015,1,26,14,11.5475
Kathmandu Airport,366,2015,1,26,15,10.7925
Kathmandu Airport,366,2015,1,26,16,10.765
Kathmandu Airport,366,2015,1,26,17,10.0625
Kathmandu Airport,366,2015,1,26,18,9.5475
Kathmandu Airport,366,2015,1,26,19,9.0425
Kathmandu Airport,366,2015,1,26,20,8.75
Kathmandu Airport,366,2015,1,26,21,8.365
Kathmandu Airport,366,2015,1,26,22,8.2
Kathmandu Airport,366,2015,1,26,23,7.71
Kathmandu Airport,366,2015,1,27,0,7.3575
Kathmandu Airport,366,2015,1,27,1,6.86
Kathmandu Airport,366,2015,1,27,2,7.5
